"site1","site2","jaccard.dissimilarity","env","clim","spatial.site","horn.dissimilarity","range.1","range.2","comp.range"
"H5","M8",1,2.260912098,0.347145382,169.9620405,1,"Hualapai","MogollonRim","Different"
"H6","M8",1,2.679174321,0.517315633,168.877188,1,"Hualapai","MogollonRim","Different"
"M1","M8",0.956449468,0.200056888,0.660452445,89.66038282,0.715295034,"MogollonRim","MogollonRim","Same"
"M2","M8",0.822265625,0.195750536,0.66875698,90.28368837,0.400426662,"MogollonRim","MogollonRim","Same"
"M3","M8",0.96585736,0.199657229,0.674659662,90.77874387,0.95269025,"MogollonRim","MogollonRim","Same"
"M4","M8",0.884018265,2.621847885,1.636944137,93.31692449,0.761720097,"MogollonRim","MogollonRim","Same"
"M5","M8",0.984777518,1.919716762,1.635537038,93.70681341,0.960862732,"MogollonRim","MogollonRim","Same"
"M6","M8",1,1.913480504,1.564187066,93.02845629,1,"MogollonRim","MogollonRim","Same"
"M7","M8",0.962316176,0.079429806,0.077823892,0.775753909,0.930881107,"MogollonRim","MogollonRim","Same"
"M8","M8",0,0,0,0,0,"MogollonRim","MogollonRim","Same"
"M9","M8",0.916561315,0.05938203,0.058285125,0.815613398,0.881218645,"MogollonRim","MogollonRim","Same"
"N1","M8",1,0.318409047,0.8490256,47.42566535,1,"Mingus","MogollonRim","Different"
"N2","M8",0.974299065,0.268077639,0.804516058,48.16556184,0.930601307,"Mingus","MogollonRim","Different"
"N3","M8",0.989563567,0.293490901,0.831245565,47.7653216,0.992554367,"Mingus","MogollonRim","Different"
"P1","M8",0.931457104,2.385750307,2.436109889,342.5954761,0.78192171,"Pinaleno","MogollonRim","Different"
"P2","M8",0.962,2.379429244,2.53496169,343.3937402,0.941515289,"Pinaleno","MogollonRim","Different"
"P3","M8",0.987012987,1.63742916,2.485964153,342.9013024,0.995960352,"Pinaleno","MogollonRim","Different"
"Sunset Trail","M8",0.993275696,2.418967138,3.327581661,320.9885809,0.997897847,"MtLemmon","MogollonRim","Different"
"Upper Solders Camp Rd.","M8",0.916083916,3.172197127,3.363387138,321.2640736,0.622267467,"MtLemmon","MogollonRim","Different"
"A1","M9",0.866782007,1.138258159,0.832827949,33.87266158,0.725496112,"Flagstaff","MogollonRim","Different"
"A2","M9",0.971922246,1.082560994,0.833334981,34.38834793,0.971218366,"Flagstaff","MogollonRim","Different"
"A3","M9",0.989928058,1.129525735,0.829108466,35.13492463,0.985921589,"Flagstaff","MogollonRim","Different"
"B1","M9",0.983480176,1.674383328,1.315227398,86.78603429,0.974147736,"Bradshaw","MogollonRim","Different"
"B2","M9",0.967450271,1.641050215,1.309885306,87.33872698,0.966923907,"Bradshaw","MogollonRim","Different"
"B3","M9",0.950738916,1.68770806,1.309429578,86.4172177,0.924350055,"Bradshaw","MogollonRim","Different"
"Butterfly trail","M9",0.977099237,3.273288355,3.4142627,321.6099254,0.975805988,"MtLemmon","MogollonRim","Different"
"C1","M9",1,2.031443655,2.575420413,438.2750862,1,"Chiricahuas","MogollonRim","Different"
"C2","M9",0.993236715,1.953452284,2.568325033,438.4847696,0.997670638,"Chiricahuas","MogollonRim","Different"
"C3","M9",0.981280193,2.534204133,2.562132623,438.6110146,0.986323692,"Chiricahuas","MogollonRim","Different"
"H1","M9",1,4.535337785,4.245659252,436.0125155,1,"Huachuas","MogollonRim","Different"
"H2","M9",0.993738819,4.49592459,4.235088036,436.1136376,0.998307635,"Huachuas","MogollonRim","Different"
"H3","M9",0.983104541,4.415208162,4.213141372,436.2862398,0.977546391,"Huachuas","MogollonRim","Different"
"H4","M9",0.939490446,1.18446967,0.46735608,169.5799185,0.790942043,"Hualapai","MogollonRim","Different"
"H5","M9",0.989270386,2.320294129,0.405430507,169.960544,0.983175604,"Hualapai","MogollonRim","Different"
"H6","M9",0.989177489,2.738556351,0.575600758,168.8784542,0.972253336,"Hualapai","MogollonRim","Different"
"M1","M9",0.963038318,0.259438918,0.71873757,90.28362339,0.815881897,"MogollonRim","MogollonRim","Same"
"M2","M9",0.98739874,0.255132567,0.727042105,90.9081621,0.993929124,"MogollonRim","MogollonRim","Same"
"M3","M9",0.943116241,0.25903926,0.732944787,91.40322325,0.893104757,"MogollonRim","MogollonRim","Same"
"M4","M9",0.938604651,2.681229916,1.695229262,94.02247421,0.923180938,"MogollonRim","MogollonRim","Same"
"M5","M9",1,1.979098793,1.693822163,94.41260389,1,"MogollonRim","MogollonRim","Same"
"M6","M9",0.99339498,1.972862535,1.622472191,93.73007537,0.97516392,"MogollonRim","MogollonRim","Same"
"M7","M9",0.882729211,0.138811837,0.136109017,1.567204665,0.70731889,"MogollonRim","MogollonRim","Same"
"M8","M9",0.916561315,0.05938203,0.058285125,0.815613398,0.881218645,"MogollonRim","MogollonRim","Same"
"M9","M9",0,0,0,0,0,"MogollonRim","MogollonRim","Same"
"N1","M9",1,0.377791078,0.907310725,48.22278367,1,"Mingus","MogollonRim","Different"
"N2","M9",0.991139241,0.32745967,0.862801183,48.96357001,0.997678173,"Mingus","MogollonRim","Different"
"N3","M9",0.99283521,0.352872932,0.88953069,48.56064772,0.995100936,"Mingus","MogollonRim","Different"
"P1","M9",0.962574167,2.445132337,2.494395014,343.257559,0.896534714,"Pinaleno","MogollonRim","Different"
"P2","M9",0.905034325,2.438811274,2.593246815,344.0562982,0.775125225,"Pinaleno","MogollonRim","Different"
"P3","M9",0.953416149,1.69681119,2.544249278,343.5647449,0.931108925,"Pinaleno","MogollonRim","Different"
"Sunset Trail","M9",1,2.478349168,3.385866786,321.7513631,1,"MtLemmon","MogollonRim","Different"
"Upper Solders Camp Rd.","M9",0.991967871,3.231579158,3.421672263,322.0262996,0.98824007,"MtLemmon","MogollonRim","Different"
"A1","N1",1,1.516049237,1.740138674,76.29872503,1,"Flagstaff","Mingus","Different"
"A2","N1",0.970760234,1.460352072,1.740645706,76.29504537,0.968805411,"Flagstaff","Mingus","Different"
"A3","N1",1,1.507316813,1.736419191,76.7399875,1,"Flagstaff","Mingus","Different"
"B1","N1",1,1.296592251,0.407916673,42.05045688,1,"Bradshaw","Mingus","Different"
"B2","N1",0.989830508,1.263259137,0.402574581,42.52619521,0.977367001,"Bradshaw","Mingus","Different"
"B3","N1",1,1.309916982,0.402118853,41.63488539,1,"Bradshaw","Mingus","Different"
"Butterfly trail","N1",0.968232044,2.895497277,2.506951975,282.3501495,0.920781058,"MtLemmon","Mingus","Different"
"C1","N1",1,1.653652577,1.668109688,407.152692,1,"Chiricahuas","Mingus","Different"
"C2","N1",0.884831461,1.575661206,1.661014308,407.3038473,0.688282682,"Chiricahuas","Mingus","Different"
"C3","N1",0.989466292,2.156413056,1.654821898,407.3883097,0.976554033,"Chiricahuas","Mingus","Different"
"H1","N1",1,4.157546707,3.338348527,396.10643,1,"Huachuas","Mingus","Different"
"H2","N1",0.993111366,4.118133513,3.327777311,396.2187596,0.985297434,"Huachuas","Mingus","Different"
"H3","N1",0.992957746,4.037417084,3.305830647,396.4018644,0.989647891,"Huachuas","Mingus","Different"
"H4","N1",0.995989305,0.806678593,0.439954645,166.18614,0.995314885,"Hualapai","Mingus","Different"
"H5","N1",1,1.942503051,0.501880218,166.6141182,1,"Hualapai","Mingus","Different"
"H6","N1",1,2.360765273,0.331709967,165.4129151,1,"Hualapai","Mingus","Different"
"M1","N1",0.968807339,0.11835216,0.188573155,71.62779325,0.610859624,"MogollonRim","Mingus","Different"
"M2","N1",1,0.122658511,0.18026862,72.04641379,1,"MogollonRim","Mingus","Different"
"M3","N1",0.984282908,0.118751818,0.174365938,72.46773893,0.963114921,"MogollonRim","Mingus","Different"
"M4","N1",0.962833914,2.303438838,0.787918537,66.61964925,0.929769127,"MogollonRim","Mingus","Different"
"M5","N1",0.959381044,1.601307715,0.786511438,66.93468671,0.92879047,"MogollonRim","Mingus","Different"
"M6","N1",1,1.595071457,0.715161466,66.79817843,1,"MogollonRim","Mingus","Different"
"M7","N1",1,0.238979241,0.771201708,46.65697006,1,"MogollonRim","Mingus","Different"
"M8","N1",1,0.318409047,0.8490256,47.42566535,1,"MogollonRim","Mingus","Different"
"M9","N1",1,0.377791078,0.907310725,48.22278367,1,"MogollonRim","Mingus","Different"
"N1","N1",0,0,0,0,0,"Mingus","Mingus","Same"
"N2","N1",1,0.050331408,0.044509542,0.781838122,1,"Mingus","Mingus","Same"
"N3","N1",0.944045911,0.024918146,0.017780035,0.5929304,0.894471592,"Mingus","Mingus","Same"
"P1","N1",0.991533865,2.067341259,1.587084289,312.9187458,0.980701029,"Pinaleno","Mingus","Different"
"P2","N1",1,2.061020196,1.68593609,313.6732695,1,"Pinaleno","Mingus","Different"
"P3","N1",0.950481431,1.319020113,1.636938553,313.1120913,0.888473205,"Pinaleno","Mingus","Different"
"Sunset Trail","N1",0.931649331,2.100558091,2.478556061,282.4430145,0.695133508,"MtLemmon","Mingus","Different"
"Upper Solders Camp Rd.","N1",0.935211268,2.85378808,2.514361538,282.7740105,0.671335929,"MtLemmon","Mingus","Different"
"A1","N2",1,1.465717829,1.695629132,76.92642918,1,"Flagstaff","Mingus","Different"
"A2","N2",1,1.410020664,1.696136164,76.91560084,1,"Flagstaff","Mingus","Different"
"A3","N2",1,1.456985405,1.691909649,77.35573436,1,"Flagstaff","Mingus","Different"
"B1","N2",0.969432314,1.346923659,0.452426215,41.56103653,0.86723001,"Bradshaw","Mingus","Different"
"B2","N2",0.942727273,1.313590545,0.447084123,42.03188836,0.836203676,"Bradshaw","Mingus","Different"
"B3","N2",0.928834356,1.36024839,0.446628395,41.14410449,0.72548129,"Bradshaw","Mingus","Different"
"Butterfly trail","N2",0.993721461,2.945828686,2.551461517,281.613043,0.996051803,"MtLemmon","Mingus","Different"
"C1","N2",0.995454545,1.703983985,1.71261923,406.5013279,0.999114028,"Chiricahuas","Mingus","Different"
"C2","N2",0.992417062,1.625992614,1.70552385,406.6517625,0.998662511,"Chiricahuas","Mingus","Different"
"C3","N2",0.96107056,2.206744464,1.69933144,406.7357119,0.967171931,"Chiricahuas","Mingus","Different"
"H1","N2",0.978174603,4.207878115,3.382858069,395.3598875,0.93743683,"Huachuas","Mingus","Different"
"H2","N2",0.999126638,4.168464921,3.372286853,395.4723161,0.999916017,"Huachuas","Mingus","Different"
"H3","N2",0.967471144,4.087748492,3.350340189,395.6555121,0.958980397,"Huachuas","Mingus","Different"
"H4","N2",0.999018646,0.857010001,0.395445103,166.4936687,0.998083591,"Hualapai","Mingus","Different"
"H5","N2",0.99796334,1.992834459,0.457370676,166.9220971,0.999379328,"Hualapai","Mingus","Different"
"H6","N2",0.997946612,2.411096681,0.287200425,165.7198431,0.99933857,"Hualapai","Mingus","Different"
"M1","N2",0.919649123,0.068020752,0.144063613,71.30620337,0.790504558,"MogollonRim","Mingus","Different"
"M2","N2",0.960072595,0.072327103,0.135759078,71.71975197,0.888735934,"MogollonRim","Mingus","Different"
"M3","N2",0.950885668,0.06842041,0.129856396,72.13849759,0.869415252,"MogollonRim","Mingus","Different"
"M4","N2",0.988685814,2.353770246,0.832428079,66.14492105,0.996777222,"MogollonRim","Mingus","Different"
"M5","N2",0.894520548,1.651639123,0.83102098,66.45774022,0.588642345,"MogollonRim","Mingus","Different"
"M6","N2",1,1.645402865,0.759671008,66.33208573,1,"MogollonRim","Mingus","Different"
"M7","N2",0.989603025,0.188647833,0.726692166,47.39743195,0.99771097,"MogollonRim","Mingus","Different"
"M8","N2",0.974299065,0.268077639,0.804516058,48.16556184,0.930601307,"MogollonRim","Mingus","Different"
"M9","N2",0.991139241,0.32745967,0.862801183,48.96357001,0.997678173,"MogollonRim","Mingus","Different"
"N1","N2",1,0.050331408,0.044509542,0.781838122,1,"Mingus","Mingus","Same"
"N2","N2",0,0,0,0,0,"Mingus","Mingus","Same"
"N3","N2",0.943217666,0.025413262,0.026729507,0.844219287,0.940550133,"Mingus","Mingus","Same"
"P1","N2",0.994300745,2.117672667,1.631593831,312.2831037,0.990518421,"Pinaleno","Mingus","Different"
"P2","N2",0.995893224,2.111351604,1.730445632,313.0370003,0.984787821,"Pinaleno","Mingus","Different"
"P3","N2",0.993170732,1.369351521,1.681448095,312.4749825,0.99877914,"Pinaleno","Mingus","Different"
"Sunset Trail","N2",0.983539095,2.150889499,2.523065603,281.705421,0.990429567,"MtLemmon","Mingus","Different"
"Upper Solders Camp Rd.","N2",0.996082272,2.904119488,2.55887108,282.0369602,0.999351498,"MtLemmon","Mingus","Different"
"A1","N3",0.855437666,1.491131091,1.722358639,76.76948996,0.69680736,"Flagstaff","Mingus","Different"
"A2","N3",0.985126859,1.435433926,1.722865671,76.77123413,0.993440339,"Flagstaff","Mingus","Different"
"A3","N3",1,1.482398667,1.718639156,77.2196933,1,"Flagstaff","Mingus","Different"
"B1","N3",0.971818182,1.321510397,0.425696708,41.50746022,0.968740817,"Bradshaw","Mingus","Different"
"B2","N3",0.954298993,1.288177283,0.420354616,41.98510455,0.939435687,"Bradshaw","Mingus","Different"
"B3","N3",0.961802155,1.334835129,0.419898888,41.09244676,0.917202473,"Bradshaw","Mingus","Different"
"Butterfly trail","N3",0.972061149,2.920415424,2.52473201,282.3900356,0.959976553,"MtLemmon","Mingus","Different"
"C1","N3",0.990574929,1.678570723,1.685889723,407.3353006,0.988044524,"Chiricahuas","Mingus","Different"
"C2","N3",0.949579832,1.600579352,1.678794343,407.4855151,0.926283635,"Chiricahuas","Mingus","Different"
"C3","N3",0.950138504,2.181331202,1.672601933,407.5693063,0.94780313,"Chiricahuas","Mingus","Different"
"H1","N3",0.984081042,4.182464853,3.356128562,396.1235682,0.960759832,"Huachuas","Mingus","Different"
"H2","N3",0.979326187,4.143051659,3.345557346,396.2361496,0.982027338,"Huachuas","Mingus","Different"
"H3","N3",0.941229656,4.06233523,3.323610682,396.4194864,0.938421839,"Huachuas","Mingus","Different"
"H4","N3",0.987416107,0.831596739,0.42217461,165.7237497,0.972404522,"Hualapai","Mingus","Different"
"H5","N3",1,1.967421197,0.484100183,166.151962,1,"Hualapai","Mingus","Different"
"H6","N3",1,2.38568342,0.313929932,164.9502123,1,"Hualapai","Mingus","Different"
"M1","N3",0.98128509,0.093434014,0.17079312,72.08152175,0.895492484,"MogollonRim","Mingus","Different"
"M2","N3",0.999249249,0.097740365,0.162488585,72.49742966,0.999652159,"MogollonRim","Mingus","Different"
"M3","N3",0.973829201,0.093833672,0.156585903,72.9173655,0.97491939,"MogollonRim","Mingus","Different"
"M4","N3",0.955882353,2.328356984,0.805698572,66.97563692,0.969434329,"MogollonRim","Mingus","Different"
"M5","N3",0.981557377,1.626225861,0.804291473,67.28898961,0.983342995,"MogollonRim","Mingus","Different"
"M6","N3",0.969181722,1.619989603,0.732941501,67.16065016,0.932652549,"MogollonRim","Mingus","Different"
"M7","N3",0.979691308,0.214061095,0.753421673,46.99559142,0.983789333,"MogollonRim","Mingus","Different"
"M8","N3",0.989563567,0.293490901,0.831245565,47.7653216,0.992554367,"MogollonRim","Mingus","Different"
"M9","N3",0.99283521,0.352872932,0.88953069,48.56064772,0.995100936,"MogollonRim","Mingus","Different"
"N1","N3",0.944045911,0.024918146,0.017780035,0.5929304,0.894471592,"Mingus","Mingus","Same"
"N2","N3",0.943217666,0.025413262,0.026729507,0.844219287,0.940550133,"Mingus","Mingus","Same"
"N3","N3",0,0,0,0,0,"Mingus","Mingus","Same"
"P1","N3",0.984445354,2.092259406,1.604864324,313.1212171,0.960071496,"Pinaleno","Mingus","Different"
"P2","N3",0.972663139,2.085938343,1.703716125,313.8749729,0.973369603,"Pinaleno","Mingus","Different"
"P3","N3",0.974768713,1.343938259,1.654718588,313.3127643,0.98117495,"Pinaleno","Mingus","Different"
"Sunset Trail","N3",0.961096375,2.125476237,2.496336096,282.4817937,0.913137689,"MtLemmon","Mingus","Different"
"Upper Solders Camp Rd.","N3",0.972881356,2.878706226,2.532141573,282.8140233,0.921015579,"MtLemmon","Mingus","Different"
"A1","P1",0.994862214,3.583390496,3.327222963,343.8355222,0.989938222,"Flagstaff","Pinaleno","Different"
"A2","P1",0.971008403,3.527693331,3.327729995,342.8211235,0.95254663,"Flagstaff","Pinaleno","Different"
"A3","P1",0.996806569,3.574658073,3.32350348,342.3611591,0.995311624,"Flagstaff","Pinaleno","Different"
"B1","P1",0.979333615,0.770749009,1.179167616,313.0985586,0.950880835,"Bradshaw","Pinaleno","Different"
"B2","P1",0.951112878,0.804082122,1.184509708,312.7971865,0.87258235,"Bradshaw","Pinaleno","Different"
"B3","P1",0.967926186,0.757424277,1.184965436,312.9739251,0.903283122,"Bradshaw","Pinaleno","Different"
"Butterfly trail","P1",0.942539993,0.828156018,0.919867686,88.74674383,0.894909091,"MtLemmon","Pinaleno","Different"
"C1","P1",0.971229294,0.413688683,0.081025399,95.06799861,0.937669359,"Chiricahuas","Pinaleno","Different"
"C2","P1",0.97662233,0.491680054,0.073930019,95.29847505,0.966310747,"Chiricahuas","Pinaleno","Different"
"C3","P1",0.972240155,0.089071796,0.067737609,95.44180043,0.946505786,"Chiricahuas","Pinaleno","Different"
"H1","P1",1,2.090205448,1.751264238,139.4569265,1,"Huachuas","Pinaleno","Different"
"H2","P1",0.988816043,2.050792253,1.740693022,139.4181937,0.987234877,"Huachuas","Pinaleno","Different"
"H3","P1",0.991389914,1.970075825,1.718746358,139.4392709,0.986138532,"Huachuas","Pinaleno","Different"
"H4","P1",0.944162437,1.260662667,2.027038934,462.9358324,0.884379474,"Hualapai","Pinaleno","Different"
"H5","P1",1,0.124838209,2.088964507,463.3734755,1,"Hualapai","Pinaleno","Different"
"H6","P1",1,0.293424014,1.918794256,462.1628347,1,"Hualapai","Pinaleno","Different"
"M1","P1",0.951909802,2.185693419,1.775657444,253.3201349,0.860908367,"MogollonRim","Pinaleno","Different"
"M2","P1",0.923203285,2.18999977,1.767352909,252.6776622,0.824995987,"MogollonRim","Pinaleno","Different"
"M3","P1",0.930331024,2.186093078,1.761450227,252.1850799,0.870521238,"MogollonRim","Pinaleno","Different"
"M4","P1",0.938430584,0.236097578,0.799165752,249.8756443,0.854408172,"MogollonRim","Pinaleno","Different"
"M5","P1",0.962744207,0.466033544,0.800572851,249.4966513,0.93777122,"MogollonRim","Pinaleno","Different"
"M6","P1",0.998226164,0.472269803,0.871922823,250.0497865,0.996416316,"MogollonRim","Pinaleno","Different"
"M7","P1",0.982813749,2.3063205,2.358285997,342.1597257,0.959413843,"MogollonRim","Pinaleno","Different"
"M8","P1",0.931457104,2.385750307,2.436109889,342.5954761,0.78192171,"MogollonRim","Pinaleno","Different"
"M9","P1",0.962574167,2.445132337,2.494395014,343.257559,0.896534714,"MogollonRim","Pinaleno","Different"
"N1","P1",0.991533865,2.067341259,1.587084289,312.9187458,0.980701029,"Mingus","Pinaleno","Different"
"N2","P1",0.994300745,2.117672667,1.631593831,312.2831037,0.990518421,"Mingus","Pinaleno","Different"
"N3","P1",0.984445354,2.092259406,1.604864324,313.1212171,0.960071496,"Mingus","Pinaleno","Different"
"P1","P1",0,0,0,0,0,"Pinaleno","Pinaleno","Same"
"P2","P1",0.971931295,0.006321063,0.098851801,0.868882434,0.93710708,"Pinaleno","Pinaleno","Same"
"P3","P1",0.97044335,0.748321147,0.049854264,1.027581892,0.948503539,"Pinaleno","Pinaleno","Same"
"Sunset Trail","P1",0.970760234,0.033216831,0.891471772,89.24482333,0.934011914,"MtLemmon","Pinaleno","Different"
"Upper Solders Camp Rd.","P1",0.953556485,0.78644682,0.927277249,88.60063525,0.862159271,"MtLemmon","Pinaleno","Different"
"A1","P2",1,3.577069433,3.426074764,344.6640374,1,"Flagstaff","Pinaleno","Different"
"A2","P2",0.975587703,3.521372268,3.426581796,343.6500713,0.983446359,"Flagstaff","Pinaleno","Different"
"A3","P2",1,3.56833701,3.422355281,343.1906834,1,"Flagstaff","Pinaleno","Different"
"B1","P2",0.978723404,0.764427946,1.278019417,313.7885735,0.972008347,"Bradshaw","Pinaleno","Different"
"B2","P2",0.940752602,0.797761059,1.283361509,313.4863621,0.922574135,"Bradshaw","Pinaleno","Different"
"B3","P2",0.987254902,0.751103214,1.283817237,313.6646271,0.987019383,"Bradshaw","Pinaleno","Different"
"Butterfly trail","P2",0.995297806,0.834477081,0.821015885,88.72405664,0.995163012,"MtLemmon","Pinaleno","Different"
"C1","P2",1,0.40736762,0.017826402,94.25788566,1,"Chiricahuas","Pinaleno","Different"
"C2","P2",0.989256198,0.485358991,0.024921782,94.48620648,0.99453984,"Chiricahuas","Pinaleno","Different"
"C3","P2",0.962222222,0.095392859,0.031114192,94.62801401,0.967486088,"Chiricahuas","Pinaleno","Different"
"H1","P2",0.99103139,2.096526511,1.652412437,138.7314322,0.963322983,"Huachuas","Pinaleno","Different"
"H2","P2",0.993836672,2.057113316,1.641841221,138.6920174,0.993145265,"Huachuas","Pinaleno","Different"
"H3","P2",0.98401421,1.976396888,1.619894557,138.7122754,0.980646002,"Huachuas","Pinaleno","Different"
"H4","P2",1,1.254341604,2.125890735,463.5963451,1,"Hualapai","Pinaleno","Different"
"H5","P2",1,0.118517146,2.187816308,464.0339243,1,"Hualapai","Pinaleno","Different"
"H6","P2",1,0.299745077,2.017646057,462.8235207,1,"Hualapai","Pinaleno","Different"
"M1","P2",0.97887768,2.179372356,1.874509245,254.1277942,0.977106129,"MogollonRim","Pinaleno","Different"
"M2","P2",0.943365696,2.183678707,1.86620471,253.4851368,0.934246146,"MogollonRim","Pinaleno","Different"
"M3","P2",0.997258396,2.179772015,1.860302028,252.9926177,0.997097491,"MogollonRim","Pinaleno","Different"
"M4","P2",0.933870968,0.242418642,0.898017553,250.6611179,0.836262214,"MogollonRim","Pinaleno","Different"
"M5","P2",0.990605428,0.459712481,0.899424652,250.2819658,0.985051389,"MogollonRim","Pinaleno","Different"
"M6","P2",1,0.46594874,0.970774624,250.8366214,1,"MogollonRim","Pinaleno","Different"
"M7","P2",0.913351017,2.299999437,2.457137798,342.9573458,0.787861679,"MogollonRim","Pinaleno","Different"
"M8","P2",0.962,2.379429244,2.53496169,343.3937402,0.941515289,"MogollonRim","Pinaleno","Different"
"M9","P2",0.905034325,2.438811274,2.593246815,344.0562982,0.775125225,"MogollonRim","Pinaleno","Different"
"N1","P2",1,2.061020196,1.68593609,313.6732695,1,"Mingus","Pinaleno","Different"
"N2","P2",0.995893224,2.111351604,1.730445632,313.0370003,0.984787821,"Mingus","Pinaleno","Different"
"N3","P2",0.972663139,2.085938343,1.703716125,313.8749729,0.973369603,"Mingus","Pinaleno","Different"
"P1","P2",0.971931295,0.006321063,0.098851801,0.868882434,0.93710708,"Pinaleno","Pinaleno","Same"
"P2","P2",0,0,0,0,0,"Pinaleno","Pinaleno","Same"
"P3","P2",0.958041958,0.742000084,0.048997537,0.806641382,0.937862344,"Pinaleno","Pinaleno","Same"
"Sunset Trail","P2",0.944852941,0.039537894,0.792619971,89.22017322,0.944125775,"MtLemmon","Pinaleno","Different"
"Upper Solders Camp Rd.","P2",1,0.792767884,0.828425448,88.57401183,1,"MtLemmon","Pinaleno","Different"
"A1","P3",1,2.83506935,3.377077227,344.237762,1,"Flagstaff","Pinaleno","Different"
"A2","P3",0.966927763,2.779372184,3.377584259,343.2249334,0.981063999,"Flagstaff","Pinaleno","Different"
"A3","P3",0.992473118,2.826336926,3.373357744,342.7670698,0.993689569,"Flagstaff","Pinaleno","Different"
"B1","P3",0.937614679,0.022427862,1.22902188,313.1548556,0.896715358,"Bradshaw","Pinaleno","Different"
"B2","P3",0.967766117,0.055760976,1.234363972,312.8518536,0.977461839,"Bradshaw","Pinaleno","Different"
"B3","P3",0.980300188,0.00910313,1.2348197,313.03156,0.982076773,"Bradshaw","Pinaleno","Different"
"Butterfly trail","P3",0.988229273,1.576477165,0.870013422,87.94763552,0.990695577,"MtLemmon","Pinaleno","Different"
"C1","P3",0.990808824,0.334632464,0.031171135,94.73126448,0.998428215,"Chiricahuas","Pinaleno","Different"
"C2","P3",0.947238252,0.256641093,0.024075755,94.95503534,0.927176214,"Chiricahuas","Pinaleno","Different"
"C3","P3",0.985216473,0.837392943,0.017883345,95.09357549,0.983951495,"Chiricahuas","Pinaleno","Different"
"H1","P3",0.991701245,2.838526594,1.701409974,138.4703955,0.985967135,"Huachuas","Pinaleno","Different"
"H2","P3",0.99408284,2.7991134,1.690838758,138.4320749,0.997363971,"Huachuas","Pinaleno","Different"
"H3","P3",0.976942784,2.718396971,1.668892094,138.4536508,0.98474042,"Huachuas","Pinaleno","Different"
"H4","P3",0.961279461,0.51234152,2.076893198,462.9363726,0.904759455,"Hualapai","Pinaleno","Different"
"H5","P3",1,0.623482938,2.138818771,463.3738989,1,"Hualapai","Pinaleno","Different"
"H6","P3",1,1.041745161,1.96864852,462.1636915,1,"Hualapai","Pinaleno","Different"
"M1","P3",0.964139667,1.437372272,1.825511708,253.6539606,0.954804677,"MogollonRim","Pinaleno","Different"
"M2","P3",0.999264165,1.441678624,1.817207173,253.0109307,0.999895248,"MogollonRim","Pinaleno","Different"
"M3","P3",0.969429348,1.437771931,1.811304491,252.5185425,0.955609397,"MogollonRim","Pinaleno","Different"
"M4","P3",0.979228487,0.984418725,0.849020016,250.1464742,0.993880733,"MogollonRim","Pinaleno","Different"
"M5","P3",0.876787679,0.282287602,0.850427115,249.7670581,0.611294953,"MogollonRim","Pinaleno","Different"
"M6","P3",1,0.276051344,0.921777087,250.324264,1,"MogollonRim","Pinaleno","Different"
"M7","P3",0.98976378,1.557999354,2.408140261,342.4637141,0.997306756,"MogollonRim","Pinaleno","Different"
"M8","P3",0.987012987,1.63742916,2.485964153,342.9013024,0.995960352,"MogollonRim","Pinaleno","Different"
"M9","P3",0.953416149,1.69681119,2.544249278,343.5647449,0.931108925,"MogollonRim","Pinaleno","Different"
"N1","P3",0.950481431,1.319020113,1.636938553,313.1120913,0.888473205,"Mingus","Pinaleno","Different"
"N2","P3",0.993170732,1.369351521,1.681448095,312.4749825,0.99877914,"Mingus","Pinaleno","Different"
"N3","P3",0.974768713,1.343938259,1.654718588,313.3127643,0.98117495,"Mingus","Pinaleno","Different"
"P1","P3",0.97044335,0.748321147,0.049854264,1.027581892,0.948503539,"Pinaleno","Pinaleno","Same"
"P2","P3",0.958041958,0.742000084,0.048997537,0.806641382,0.937862344,"Pinaleno","Pinaleno","Same"
"P3","P3",0,0,0,0,0,"Pinaleno","Pinaleno","Same"
"Sunset Trail","P3",0.984797297,0.781537978,0.841617508,88.44425516,0.991787301,"MtLemmon","Pinaleno","Different"
"Upper Solders Camp Rd.","P3",0.990220049,1.534767967,0.877422985,87.79859317,0.994280816,"MtLemmon","Pinaleno","Different"
"A1","Sunset Trail",0.996441281,3.616607328,4.218694735,331.0953079,0.996945795,"Flagstaff","MtLemmon","Different"
"A2","Sunset Trail",1,3.560910162,4.219201767,330.2637678,1,"Flagstaff","MtLemmon","Different"
"A3","Sunset Trail",1,3.607874904,4.214975252,330.0181409,1,"Flagstaff","MtLemmon","Different"
"B1","Sunset Trail",1,0.80396584,2.070639388,271.078156,1,"Bradshaw","MtLemmon","Different"
"B2","Sunset Trail",0.963452566,0.837298954,2.07598148,270.6545237,0.933062816,"Bradshaw","MtLemmon","Different"
"B3","Sunset Trail",1,0.790641108,2.076437208,271.0673931,1,"Bradshaw","MtLemmon","Different"
"Butterfly trail","Sunset Trail",0.826350941,0.794939187,0.028395914,0.536237802,0.481307131,"MtLemmon","MtLemmon","Same"
"C1","Sunset Trail",0.9894535,0.446905514,0.810446373,150.269586,0.994691115,"Chiricahuas","MtLemmon","Different"
"C2","Sunset Trail",0.939810834,0.524896885,0.817541753,150.0917002,0.869399621,"Chiricahuas","MtLemmon","Different"
"C3","Sunset Trail",0.939582157,0.055854965,0.823734163,149.9451483,0.935883329,"Chiricahuas","MtLemmon","Different"
